PW Estimate (mW),Description
0.007164634146341463,[PID 5103] [kworker/u32:3]
0.007073170731707316,[PID 3894] sh
0.006829268292682928,[PID 3942] sh
0.006820121951219512,mce_timer_fn
0.006628048780487806,[PID 394] [kworker/0:7]
0.006341463414634147,[PID 4152] sh
0.005615853658536585,[PID 5100] [kworker/u32:2]
0.005487804878048781,[PID 3863] [kworker/u32:0]
0.005426829268292683,[PID 4405] python3
0.005362804878048781,[PID 3792] [kworker/u32:1]
0.005277439024390244,[PID 55] [ksoftirqd/6]
0.0052439024390243906,[PID 4120] python3
0.0050152439024390245,[PID 103] [ksoftirqd/14]
0.004789634146341464,[PID 140] [kworker/u32:5]
0.004634146341463415,[PID 4349] python3
0.0046036585365853665,[PID 4603] python3
0.0046036585365853665,[PID 4046] python3
0.004542682926829268,[PID 4501] python3
0.004542682926829268,[PID 4292] python3
0.004512195121951219,[PID 4012] python3
0.004512195121951219,[PID 4112] sh
0.00448170731707317,[PID 4293] python3
0.004329268292682926,[PID 4160] python3
0.004268292682926829,[PID 3940] python3
0.00423780487804878,[PID 4450] python3
0.004201219512195122,[PID 79] [ksoftirqd/10]
0.004146341463414634,[PID 4258] stat
